,index,Country Name,Country Code,2015,2016,2017,2018,2019,Average
117,139,Panama,PAN,0.13639971,0.739734025,0.875585919,0.761578359,-0.355083821,0.431642838
118,140,Peru,PER,3.398091947,3.557176636,2.994900458,1.50915423,2.252121914,2.742289037
119,141,Philippines,PHL,0.674192537,1.253698801,2.853187726,5.309346616,2.392065344,2.496498205
120,143,Papua New Guinea,PNG,5.995957781,6.673728814,5.42204568,4.374489215,3.928672909,5.27897888
121,144,Poland,POL,-0.874125874,-0.664767331,2.075935537,1.812951565,2.227478809,0.915494541
122,147,Portugal,PRT,0.487938624,0.607397075,1.368614116,0.993715683,0.33817841,0.759168782
123,148,Paraguay,PRY,3.129002745,4.086822806,3.602477413,3.975610157,2.757097276,3.510202079
124,149,West Bank and Gaza,PSE,1.431611458,-0.219106605,0.212570934,-0.195107774,1.580183336,0.56203027
125,150,Qatar,QAT,1.814077239,2.676591701,0.394878914,0.255815383,-0.666641125,0.894944422
126,151,Romania,ROU,-0.594156437,-1.544796668,1.339021211,4.625484431,3.827854326,1.530681373
127,152,Russian Federation,RUS,15.53440505,7.04244763,3.683329444,2.878297236,4.470366608,6.721769194
128,153,Rwanda,RWA,2.528502842,7.17434302,8.279536723,-0.31121016,3.34787655,4.203809795
129,154,Saudi Arabia,SAU,1.206073222,2.068840361,-0.83819458,2.45814158,-2.093333333,0.56030545
130,155,Sudan,SDN,16.90957061,17.75025383,32.3516261,63.29250735,50.9940515,36.25960188
131,156,Senegal,SEN,0.135211934,0.837284943,1.318153148,0.460985642,1.760111512,0.902349436
132,157,Singapore,SGP,-0.522618167,-0.53226874,0.57626031,0.438620118,0.565260569,0.105050818
133,158,Solomon Islands,SLB,-0.574469286,0.512485626,0.48868676,3.46147485,1.63485544,1.104606678
134,159,Sierra Leone,SLE,6.689435625,10.88606094,18.2215094,16.02954477,14.80499909,13.32630997
135,160,El Salvador,SLV,-0.731384487,0.604049087,1.012354033,1.090330006,0.075324135,0.410134555
136,163,Serbia,SRB,1.39235822,1.122313974,3.131062486,1.959840763,1.849229845,1.890961058
137,165,Sao Tome and Principe,STP,5.24587835,5.430519661,5.690296199,7.868596289,7.720245252,6.39110715
138,167,Slovak Republic,SVK,-0.325219777,-0.520010196,1.311945882,2.514037129,2.664561334,1.129062874
139,168,Slovenia,SVN,-0.525552286,-0.054999542,1.429107433,1.73860862,1.630522608,0.843537367
140,169,Sweden,SWE,-0.046784745,0.984269245,1.794499047,1.953535301,1.784150974,1.293933964
141,170,Eswatini,SWZ,4.951244937,7.847274591,6.221375289,4.815061675,2.598016203,5.286594539
142,173,Chad,TCD,4.377126651,-0.792440525,-1.53709963,4.274621986,-0.971939175,1.070053861
143,174,Togo,TGO,2.585003908,1.285448471,-0.981889869,0.927755426,0.67465277,0.898194141
144,175,Thailand,THA,-0.900424963,0.188149704,0.665631893,1.063897542,0.706728601,0.344796555
145,178,Timor-Leste,TLS,0.646148614,-1.469842879,0.52297668,2.29424307,0.95881274,0.590467645
146,179,Tonga,TON,-1.05399832,2.578155152,7.517062836,5.03209692,1.179543348,3.050571987
147,180,Trinidad and Tobago,TTO,4.661215981,3.070667425,1.880384402,1.018569302,1.00054293,2.326276008
148,181,Tunisia,TUN,4.437371273,3.629399374,5.308848396,7.30759176,6.720075329,5.480657226
149,182,Turkiye,TUR,7.670853648,7.775134153,11.14431108,16.3324639,15.17682157,11.61991687
150,184,Tanzania,TZA,5.58816953,5.174766293,5.318716052,3.494458489,3.46428058,4.608078189
151,185,Uganda,UGA,5.589686063,5.706375046,5.209717059,2.61601191,2.867588034,4.397875622
152,186,Ukraine,UKR,48.69986464,13.9127102,14.43832275,10.95185594,7.886717456,19.1778942
153,187,Uruguay,URY,8.666269871,9.639413476,6.218093826,7.606533604,7.881988709,8.002459897
154,188,United States,USA,0.118627136,1.261583206,2.130110004,2.442583297,1.812210075,1.553022744
155,189,Uzbekistan,UZB,8.751881967,8.130886695,13.87574254,17.52417965,14.52573596,12.56168536
156,190,St. Vincent and the Grenadines,VCT,-1.73361195,-0.149641648,2.153336488,2.324144854,0.913069725,0.701459494
157,193,Vietnam,VNM,0.631200905,2.66824817,3.520256888,3.539628059,2.795823675,2.631031539
158,194,Vanuatu,VUT,2.483268757,0.842069084,3.084526244,2.330963796,2.762520194,2.300669615
159,195,Samoa,WSM,0.724470135,1.304718693,1.749896775,4.197458887,0.98232657,1.791774212
160,197,South Africa,ZAF,4.540642277,6.571396422,5.184246648,4.517165228,4.12024587,4.986739289
161,198,Zambia,ZMB,10.11059289,17.86973008,6.577311542,7.494571927,9.150316443,10.24050458
162,199,Zimbabwe,ZWE,-2.430968424,-1.543669601,0.893962316,10.61886587,255.3049908,52.56863619
